"title","address","info","totalPrice","totalSellCount","unitPrice"
"武圣东里","朝阳
       劲松 
              /塔楼/板楼/塔板结合/平房
                  / 1960年建成","30天成交2套
      |11套正在出租","59645元/m2","31套",""
"万象新天四区","朝阳
       常营 
              /塔楼/板楼/塔板结合
                  / 2005年建成","30天成交0套
      |5套正在出租","59688元/m2","29套",""
"碧水星阁","朝阳
       十里堡 
              /塔板结合/平房
                  / 2004年建成","30天成交0套
      |0套正在出租","59754元/m2","1套",""
"北京新天地四期","朝阳
       常营 
              /塔板结合
                  / 2008年建成","共423个户型
        |
            30天成交1套
      |6套正在出租","59808元/m2","31套",""
"世纪宝鼎","朝阳
       亚运村小营 
              /塔楼
                  / 1998年建成","30天成交0套
      |2套正在出租","59877元/m2","9套",""
"奶牛厂宿舍","朝阳
       奥林匹克公园 
              /板楼
                  / 1993年建成","30天成交1套
      |1套正在出租","59889元/m2","3套",""
"八里庄新区","朝阳
       石佛营 
              /板楼
                  / 1999年建成","共25个户型
        |
            30天成交0套
      |1套正在出租","59944元/m2","3套",""
"城建集团家属楼","朝阳
       立水桥 
              /板楼
                  / 1990年建成","共13个户型
        |
            30天成交0套
      |0套正在出租","59946元/m2","0套",""
"朝阳无限","朝阳
       甘露园 
              /塔楼/板楼/塔板结合
                  / 2001年建成","30天成交1套
      |9套正在出租","59946元/m2","28套",""
"芳园里","朝阳
       酒仙桥 
              /塔楼/板楼/平房
                  / 1964年建成","30天成交1套
      |7套正在出租","59954元/m2","43套",""
"都市经典家园","朝阳
       甘露园 
              /塔楼/塔板结合
                  / 2003年建成","30天成交0套
      |3套正在出租","59959元/m2","18套",""
"劲松路","朝阳
       劲松 
              /板楼
                  / 1979年建成","30天成交0套
      |0套正在出租","60039元/m2","2套",""
"建业苑(松榆北路7号院)","朝阳
       劲松 
              /塔楼/板楼/塔板结合
                  / 1990年建成","30天成交0套
      |3套正在出租","60045元/m2","16套",""
"酒仙公寓","朝阳
       大山子 
              /塔楼/塔板结合
                  / 1999年建成","30天成交0套
      |0套正在出租","60078元/m2","1套",""
"万象新天二区","朝阳
       常营 
              /板楼/塔板结合
                  / 2002年建成","共125个户型
        |
            30天成交2套
      |2套正在出租","60154元/m2","14套",""
"劲松一区","朝阳
       劲松 
              /板楼/塔板结合/平房
                  / 1977年建成","30天成交0套
      |7套正在出租","60229元/m2","12套",""
"远洋一方溪语苑","朝阳
       双桥 
              /塔楼/板楼/塔板结合
                  / 2010年建成","共221个户型
        |
            30天成交1套
      |4套正在出租","60237元/m2","18套",""
"世纪龙祥嘉园","朝阳
       奥林匹克公园 
              /塔楼/板楼
                  / 2001年建成","30天成交1套
      |3套正在出租","60243元/m2","19套",""
"甘露园2号院","朝阳
       甘露园 
              /板楼
                  / 2004年建成","30天成交0套
      |1套正在出租","60270元/m2","1套",""
"都会华庭","朝阳
       十里堡 
              /塔楼/板楼/塔板结合
                  / 2001年建成","共323个户型
        |
            30天成交1套
      |12套正在出租","60334元/m2","32套",""
"望京明苑","朝阳
       望京 
              /塔楼
                  / 2001年建成","30天成交0套
      |7套正在出租","60356元/m2","11套",""
"润枫德尚苑","朝阳
       亚运村 
              /塔楼/板楼
                  / 2004年建成","30天成交0套
      |10套正在出租","60390元/m2","10套",""
"奥林匹克花园一期","朝阳
       东坝 
              /板楼
                  / 2003年建成","30天成交1套
      |2套正在出租","60390元/m2","11套",""
"八里庄北里小区","朝阳
       石佛营 
              /塔楼/板楼/塔板结合
                  / 1981年建成","30天成交2套
      |21套正在出租","60420元/m2","79套",""
"华龙美树","朝阳
       管庄 
              /塔楼/板楼/塔板结合
                  / 2005年建成","30天成交0套
      |5套正在出租","60422元/m2","23套",""
"潘家园南里","朝阳
       潘家园 
              /板楼/塔板结合
                  / 1980年建成","30天成交1套
      |7套正在出租","60435元/m2","29套",""
"嘉润花园","朝阳
       望京 
              /塔楼
                  / 2001年建成","30天成交0套
      |15套正在出租","60502元/m2","20套",""
"兴隆家园","朝阳
       高碑店 
              /塔楼/板楼/塔板结合
                  / 1908年建成","30天成交2套
      |34套正在出租","60508元/m2","80套",""
"深沟村1号","朝阳
       百子湾 
              /板楼
                  / 1980年建成","30天成交0套
      |0套正在出租","60518元/m2","2套",""
"紫萝园","朝阳
       石佛营 
              /塔楼/板楼
                  / 2000年建成","共66个户型
        |
            30天成交0套
      |2套正在出租","60523元/m2","7套",""
"松榆东里","朝阳
       北工大 
              /塔楼/板楼/塔板结合
                  / 1985年建成","30天成交3套
      |11套正在出租","60528元/m2","39套",""
"柏林爱乐三期","朝阳
       常营 
              /板楼
                  / 2007年建成","30天成交3套
      |7套正在出租","60575元/m2","28套",""
"劲松南路","朝阳
       劲松 
              /塔楼/板楼/塔板结合
                  / 1990年建成","共184个户型
        |
            30天成交1套
      |3套正在出租","60589元/m2","13套",""
"北苑五号院四区","朝阳
       北苑 
              /板楼/塔板结合
                  / 1982年建成","30天成交0套
      |4套正在出租","60653元/m2","1套",""
"劲松二区","朝阳
       劲松 
              /塔楼/板楼
                  / 1977年建成","共228个户型
        |
            30天成交2套
      |4套正在出租","60655元/m2","17套",""
"慈云寺","朝阳
       红庙 
              /塔楼/板楼/平房
                  / 1979年建成","30天成交4套
      |13套正在出租","60805元/m2","48套",""
"元大都7号","朝阳
       健翔桥 
              /塔板结合
                  / 2002年建成","30天成交0套
      |5套正在出租","60846元/m2","7套",""
"劲松六区","朝阳
       潘家园 
              /板楼
                  / 1980年建成","30天成交2套
      |2套正在出租","60847元/m2","14套",""
"金海国际南区","朝阳
       百子湾 
              /塔楼/板楼
                  / 2005年建成","共270个户型
        |
            30天成交1套
      |4套正在出租","60911元/m2","32套",""
"北苑村","朝阳
       北苑 
              /板楼
                  / 1982年建成","30天成交0套
      |0套正在出租","60921元/m2","4套",""
"仓营村8号","朝阳
       奥林匹克公园 
              /板楼
                  / 1982年建成","30天成交0套
      |0套正在出租","60974元/m2","0套",""
"远洋一方北润园","朝阳
       双桥 
              /板楼/塔板结合
                  / 2001年建成","共239个户型
        |
            30天成交0套
      |7套正在出租","60976元/m2","16套",""
"绿地中心","朝阳
       望京 
              /塔楼
                  / 2015年建成","30天成交0套
      |1套正在出租","61007元/m2","3套",""
"高家园四区","朝阳
       酒仙桥 
              /塔楼/板楼
                  / 1982年建成","30天成交0套
      |2套正在出租","61017元/m2","5套",""
"劲松九区","朝阳
       劲松 
              /塔楼/塔板结合
                  / 1982年建成","共114个户型
        |
            30天成交0套
      |6套正在出租","61043元/m2","9套",""
"垂杨柳北里","朝阳
       劲松 
              /塔楼/板楼/塔板结合
                  / 1959年建成","共100个户型
        |
            30天成交3套
      |5套正在出租","61127元/m2","11套",""
"远洋一方润园2号院","朝阳
       双桥 
              /板楼/塔板结合
                  / 2008年建成","共227个户型
        |
            30天成交1套
      |4套正在出租","61144元/m2","21套",""
"劲松八区","朝阳
       劲松 
              /塔楼/板楼/塔板结合
                  / 1979年建成","共264个户型
        |
            30天成交0套
      |5套正在出租","61176元/m2","24套",""
"华威西里","朝阳
       潘家园 
              /塔楼/板楼/塔板结合
                  / 1982年建成","30天成交1套
      |12套正在出租","61205元/m2","66套",""
"金泰丽富嘉园","朝阳
       东坝 
              /塔板结合/平房
                  / 2010年建成","30天成交0套
      |0套正在出租","61230元/m2","0套",""
"沿海赛洛城五期","朝阳
       百子湾 
              /塔楼/板楼/塔板结合/平房
                  / 2008年建成","共324个户型
        |
            30天成交1套
      |5套正在出租","61247元/m2","41套",""
"石佛营西里小区","朝阳
       石佛营 
              /塔楼/板楼/塔板结合
                  / 1993年建成","30天成交3套
      |18套正在出租","61254元/m2","45套",""
"京华豪园","朝阳
       朝阳门外 
              /塔楼
                  / 2000年建成","共65个户型
        |
            30天成交1套
      |2套正在出租","61268元/m2","7套",""
"劲松五区","朝阳
       劲松 
              /塔楼/板楼
                  / 1979年建成","30天成交2套
      |4套正在出租","61295元/m2","7套",""
"时尚大厦","朝阳
       东大桥 
              /塔楼
                  / 2008年建成","30天成交0套
      |0套正在出租","61312元/m2","0套",""
"松榆北路","朝阳
       劲松 
              /板楼
                  / 1992年建成","30天成交0套
      |0套正在出租","61356元/m2","3套",""
"百环家园","朝阳
       双井 
              /塔楼/板楼/平房
                  / 2004年建成","共716个户型
        |
            30天成交3套
      |21套正在出租","61384元/m2","46套",""
"九龙花园","朝阳
       双井 
              /塔楼/板楼/塔板结合
                  / 1998年建成","30天成交2套
      |13套正在出租","61426元/m2","57套",""
"广和里七巷","朝阳
       劲松 
              /板楼
                  / 1982年建成","30天成交0套
      |0套正在出租","61471元/m2","0套",""
"十里堡南区","朝阳
       石佛营 
              /板楼
                  / 1992年建成","30天成交0套
      |2套正在出租","61486元/m2","9套",""
"亚运花园","朝阳
       亚运村小营 
              /塔楼
                  / 1996年建成","共85个户型
        |
            30天成交0套
      |2套正在出租","61491元/m2","7套",""
"延静东里","朝阳
       甜水园 
              /塔楼/板楼
                  / 1982年建成","30天成交0套
      |4套正在出租","61580元/m2","11套",""
"松榆西里","朝阳
       潘家园 
              /塔楼/板楼/塔板结合
                  / 1985年建成","30天成交1套
      |30套正在出租","61643元/m2","80套",""
"北苑家园望春园","朝阳
       北苑 
              /塔楼/板楼/塔板结合/平房
                  / 2006年建成","共801个户型
        |
            30天成交3套
      |23套正在出租","61652元/m2","63套",""
"柏林爱乐一期","朝阳
       常营 
              /板楼
                  / 2002年建成","30天成交0套
      |5套正在出租","61654元/m2","22套",""
"柏林爱乐四期","朝阳
       常营 
              /板楼/塔板结合
                  / 2008年建成","30天成交0套
      |3套正在出租","61662元/m2","17套",""
"小关东街17号院","朝阳
       惠新西街 
              /板楼
                  / 1975年建成","30天成交0套
      |0套正在出租","61686元/m2","1套",""
"松榆里","朝阳
       潘家园 
              /塔楼/板楼
                  / 1990年建成","共400个户型
        |
            30天成交1套
      |7套正在出租","61725元/m2","30套",""
"平安嘉苑","朝阳
       北苑 
              /塔楼
                  / 2003年建成","30天成交0套
      |3套正在出租","61755元/m2","5套",""
"苹果派","朝阳
       常营 
              /板楼
                  / 2007年建成","30天成交5套
      |26套正在出租","61760元/m2","29套",""
"健翔山庄","朝阳
       健翔桥 
              /塔楼/板楼
                  / 1990年建成","30天成交0套
      |1套正在出租","61768元/m2","1套",""
"南湖渠三巷6号院","朝阳
       望京 
              /板楼/平房
                  / 1980年建成","共24个户型
        |
            30天成交0套
      |2套正在出租","61776元/m2","7套",""
"潘家园东里","朝阳
       潘家园 
              /塔楼/板楼/塔板结合
                  / 1980年建成","共527个户型
        |
            30天成交6套
      |12套正在出租","61807元/m2","34套",""
"叠墅","朝阳
       高碑店 
              /板楼/塔板结合
                  / 2006年建成","30天成交0套
      |3套正在出租","61810元/m2","6套",""
"磨房北里","朝阳
       北工大 
              /塔楼/板楼
                  / 1980年建成","共337个户型
        |
            30天成交4套
      |6套正在出租","61821元/m2","30套",""
"红庙北里","朝阳
       红庙 
              /塔楼/板楼/平房
                  / 1950年建成","30天成交3套
      |20套正在出租","61870元/m2","46套",""
"联宝公寓","朝阳
       工体 
              /塔楼
                  / 1997年建成","共25个户型
        |
            30天成交0套
      |1套正在出租","62012元/m2","1套",""
"丽晶苑","朝阳
       CBD 
              /塔楼
                  / 1996年建成","30天成交0套
      |0套正在出租","62031元/m2","3套",""
"劲松三区","朝阳
       劲松 
              /塔楼/板楼/塔板结合/平房
                  / 1979年建成","30天成交0套
      |9套正在出租","62031元/m2","18套",""
"劲松七区","朝阳
       潘家园 
              /塔楼/板楼/塔板结合
                  / 1978年建成","共192个户型
        |
            30天成交2套
      |9套正在出租","62034元/m2","18套",""
"双子座酒店公寓","朝阳
       酒仙桥 
              /塔楼
                  / 2008年建成","30天成交0套
      |1套正在出租","62050元/m2","4套",""
"周庄嘉园东里C区","朝阳
       十里河 
              /板楼/塔板结合
                  / 2005年建成","共145个户型
        |
            30天成交1套
      |0套正在出租","62086元/m2","18套",""
"华威北里","朝阳
       潘家园 
              /塔楼/板楼/塔板结合
                  / 1987年建成","共643个户型
        |
            30天成交5套
      |15套正在出租","62098元/m2","39套",""
"后现代城B区","朝阳
       大望路 
              /塔楼/塔板结合
                  / 2001年建成","30天成交2套
      |10套正在出租","62118元/m2","29套",""
"北苑6号院","朝阳
       北苑 
              /板楼
                  / 1996年建成","30天成交0套
      |0套正在出租","62143元/m2","2套",""
"甜水园街","朝阳
       甜水园 
              /板楼
                  / 1979年建成","共46个户型
        |
            30天成交0套
      |0套正在出租","62154元/m2","8套",""
"英特公寓","朝阳
       西坝河 
              /塔楼/板楼
                  / 2002年建成","共73个户型
        |
            30天成交3套
      |2套正在出租","62229元/m2","8套",""
"嘉禾园","朝阳
       潘家园 
              /塔楼/板楼/塔板结合
                  / 1997年建成","30天成交0套
      |3套正在出租","62280元/m2","6套",""
"农光东里","朝阳
       劲松 
              /塔楼/板楼/塔板结合
                  / 1980年建成","30天成交2套
      |9套正在出租","62286元/m2","44套",""
"金隅国际","朝阳
       望京 
              /塔楼/板楼/塔板结合
                  / 2004年建成","30天成交0套
      |6套正在出租","62326元/m2","14套",""
"青年路小区","朝阳
       朝青 
              /板楼
                  / 1988年建成","30天成交0套
      |1套正在出租","62326元/m2","9套",""
"高家园二区","朝阳
       酒仙桥 
              /塔楼/板楼
                  / 1985年建成","共104个户型
        |
            30天成交1套
      |4套正在出租","62332元/m2","3套",""
"朝阳雅筑","朝阳
       朝青 
              /塔板结合
                  / 2005年建成","共162个户型
        |
            30天成交5套
      |3套正在出租","62352元/m2","10套",""
"亮马桥9号院","朝阳
       朝阳公园 
              /板楼
                  / 1985年建成","30天成交0套
      |0套正在出租","62391元/m2","6套",""
"广和南里二条","朝阳
       劲松 
              /塔楼/板楼
                  / 1986年建成","30天成交0套
      |1套正在出租","62542元/m2","6套",""
"纽约豪园","朝阳
       红庙 
              /塔楼/塔板结合
                  / 2000年建成","共90个户型
        |
            30天成交0套
      |5套正在出租","62607元/m2","12套",""
"青年路51号","朝阳
       朝青 
              /板楼
                  / 1995年建成","30天成交0套
      |1套正在出租","62626元/m2","2套",""
"中环南路5号院","朝阳
       望京 
              /板楼
                  / 1989年建成","30天成交0套
      |2套正在出租","62651元/m2","7套",""
"嘉和丽园","朝阳
       燕莎 
              /塔楼
                  / 2001年建成","30天成交0套
      |2套正在出租","62659元/m2","9套",""
"东三环南路","朝阳
       双井 
              /塔楼/板楼/塔板结合
                  / 1980年建成","30天成交2套
      |2套正在出租","62686元/m2","12套",""
"高家园三区","朝阳
       酒仙桥 
              /塔楼/板楼/平房
                  / 1982年建成","30天成交1套
      |1套正在出租","62691元/m2","10套",""
"广渠门外大街6号院","朝阳
       劲松 
              /塔板结合
                  / 1992年建成","30天成交1套
      |4套正在出租","62796元/m2","4套",""
"悠唐国际中心","朝阳
       朝阳门外 
              /塔楼
                  / 2008年建成","30天成交0套
      |1套正在出租","62863元/m2","0套",""
"紫南家园","朝阳
       欢乐谷 
              /板楼
                  / 2001年建成","30天成交4套
      |11套正在出租","62900元/m2","36套",""
"八里庄北里1号院","朝阳
       石佛营 
              /板楼
                  / 1985年建成","30天成交0套
      |2套正在出租","62925元/m2","4套",""
"大羊坊甲2号","朝阳
       北苑 
              /塔板结合
                  / 1989年建成","30天成交0套
      |0套正在出租","62925元/m2","2套",""
"广渠门外大街","朝阳
       劲松 
              /板楼/塔板结合
                  / 1983年建成","30天成交1套
      |1套正在出租","62935元/m2","13套",""
"北京青年城","朝阳
       北苑 
              /塔楼/板楼/塔板结合
                  / 2000年建成","30天成交1套
      |12套正在出租","62961元/m2","37套",""
"泰华滨河苑","朝阳
       朝阳公园 
              /塔楼/板楼/塔板结合
                  / 2003年建成","30天成交2套
      |10套正在出租","63006元/m2","4套",""
"恋日国际","朝阳
       CBD 
              /塔楼
                  / 2002年建成","30天成交0套
      |1套正在出租","63009元/m2","14套",""
"北苑3号院","朝阳
       北苑 
              /板楼
                  / 1980年建成","30天成交0套
      |1套正在出租","63022元/m2","0套",""
"石佛营东里105号院","朝阳
       石佛营 
              /板楼/塔板结合
                  / 1988年建成","30天成交3套
      |8套正在出租","63059元/m2","10套",""
"梵谷水郡","朝阳
       酒仙桥 
              /塔楼/板楼/塔板结合
                  / 2005年建成","30天成交3套
      |20套正在出租","63165元/m2","32套",""
"城市绿洲花园","朝阳
       北苑 
              /板楼
                  / 2005年建成","30天成交0套
      |0套正在出租","63186元/m2","5套",""
"罗马花园","朝阳
       惠新西街 
              /塔楼
                  / 1995年建成","30天成交0套
      |1套正在出租","63211元/m2","5套",""
"新街坊","朝阳
       北苑 
              /塔板结合
                  / 2000年建成","30天成交2套
      |6套正在出租","63280元/m2","29套",""
"劲松四区","朝阳
       劲松 
              /板楼/塔板结合
                  / 1977年建成","共136个户型
        |
            30天成交0套
      |5套正在出租","63316元/m2","8套",""
"慧谷时空","朝阳
       望京 
              /塔楼
                  / 2002年建成","30天成交0套
      |7套正在出租","63359元/m2","6套",""
"壹线国际","朝阳
       四惠 
              /板楼/塔板结合/平房
                  / 2000年建成","30天成交9套
      |19套正在出租","63385元/m2","50套",""
"世界城","朝阳
       东大桥 
              /塔楼/板楼
                  / 2008年建成","30天成交0套
      |30套正在出租","63386元/m2","20套",""
"奥林匹克花园二期","朝阳
       东坝 
              /板楼
                  / 2004年建成","30天成交1套
      |1套正在出租","63411元/m2","2套",""
"顺景园","朝阳
       太阳宫 
              /板楼
                  / 2008年建成","30天成交0套
      |0套正在出租","63536元/m2","0套",""
"广渠路","朝阳
       双井 
              /塔楼/塔板结合
                  / 1984年建成","30天成交0套
      |3套正在出租","63558元/m2","8套",""
"北四环东路104号","朝阳
       惠新西街 
              /板楼
                  / 1990年建成","30天成交0套
      |0套正在出租","63569元/m2","1套",""
"农光里","朝阳
       劲松 
              /塔楼/板楼/塔板结合
                  / 1973年建成","共926个户型
        |
            30天成交1套
      |14套正在出租","63576元/m2","66套",""
"城与墅","朝阳
       豆各庄 
              /板楼/塔板结合
                  / 2010年建成","30天成交0套
      |1套正在出租","63584元/m2","9套",""
"望花路东里","朝阳
       望京 
              /板楼
                  / 1983年建成","30天成交1套
      |1套正在出租","63805元/m2","3套",""
"晨光家园A区","朝阳
       石佛营 
              /塔楼/塔板结合
                  / 1999年建成","30天成交2套
      |9套正在出租","63811元/m2","24套",""
"城锦苑","朝阳
       北苑 
              /板楼/塔板结合
                  / 2014年建成","共182个户型
        |
            30天成交1套
      |1套正在出租","63882元/m2","10套",""
"望京路4号院","朝阳
       望京 
              /塔板结合
                  / 1999年建成","30天成交0套
      |0套正在出租","63895元/m2","2套",""
"平乐园小区","朝阳
       北工大 
              /塔楼/板楼/塔板结合
                  / 1992年建成","共411个户型
        |
            30天成交1套
      |8套正在出租","63926元/m2","30套",""
"马道口","朝阳
       甜水园 
              /板楼
                  / 1980年建成","共117个户型
        |
            30天成交2套
      |6套正在出租","63934元/m2","12套",""
"天居园","朝阳
       奥林匹克公园 
              /塔楼/板楼/塔板结合
                  / 2008年建成","共538个户型
        |
            30天成交1套
      |13套正在出租","63935元/m2","40套",""
"天创世缘","朝阳
       亚运村 
              /塔楼
                  / 2000年建成","30天成交0套
      |9套正在出租","64006元/m2","10套",""
"西大望路","朝阳
       红庙 
              /板楼
                  / 1982年建成","共41个户型
        |
            30天成交0套
      |1套正在出租","64070元/m2","3套",""
"龙宝大厦","朝阳
       农展馆 
              /塔楼
                  / 1996年建成","共2个户型
        |
            30天成交0套
      |0套正在出租","64075元/m2","0套",""
"双花园南里一区","朝阳
       双井 
              /塔楼/板楼
                  / 1994年建成","共166个户型
        |
            30天成交1套
      |8套正在出租","64111元/m2","24套",""
"大羊坊甲4号院","朝阳
       北苑 
              /板楼
                  / 2005年建成","共27个户型
        |
            30天成交0套
      |2套正在出租","64133元/m2","1套",""
"小营路5号","朝阳
       亚运村小营 
              /板楼/塔板结合
                  / 2020年建成","30天成交0套
      |0套正在出租","64213元/m2","0套",""
"格林莱雅","朝阳
       垡头 
              /板楼/塔板结合
                  / 2008年建成","30天成交0套
      |1套正在出租","64267元/m2","7套",""
"广顺园","朝阳
       方庄 
              /塔楼
                  / 2001年建成","30天成交1套
      |3套正在出租","64364元/m2","12套",""
"八里庄南里","朝阳
       十里堡 
              /塔楼/板楼
                  / 1985年建成","30天成交0套
      |6套正在出租","64418元/m2","22套",""
"嘉华世纪公寓","朝阳
       建国门外 
              /板楼/塔板结合
                  / 2003年建成","30天成交0套
      |4套正在出租","64441元/m2","8套",""
"点击未来","朝阳
       望京 
              /塔楼
                  / 2004年建成","30天成交1套
      |7套正在出租","64448元/m2","20套",""
"中天国际","朝阳
       南沙滩 
              /塔板结合
                  / 2007年建成","30天成交0套
      |2套正在出租","64511元/m2","17套",""
"延静西里","朝阳
       红庙 
              /塔楼/板楼/塔板结合
                  / 1983年建成","30天成交1套
      |11套正在出租","64521元/m2","18套",""
"垂杨柳东里","朝阳
       劲松 
              /板楼
                  / 1956年建成","30天成交1套
      |0套正在出租","64572元/m2","1套",""
"万象新天罗兰大道","朝阳
       常营 
              /板楼/塔板结合
                  / 2009年建成","30天成交0套
      |6套正在出租","64611元/m2","4套",""
"朝阳园","朝阳
       朝青 
              /塔楼
                  / 1999年建成","共444个户型
        |
            30天成交1套
      |9套正在出租","64718元/m2","39套",""
"CBD国际高尔夫别墅","朝阳
       百子湾 
              /板楼
                  / 2005年建成","30天成交0套
      |0套正在出租","64736元/m2","5套",""
"阿曼寓所","朝阳
       高碑店 
              /塔楼/板楼/塔板结合/平房
                  / 2007年建成","30天成交1套
      |9套正在出租","64779元/m2","12套",""
"白领家园","朝阳
       甘露园 
              /板楼
                  / 2004年建成","30天成交0套
      |4套正在出租","64815元/m2","15套",""
"丽都职工公寓","朝阳
       酒仙桥 
              /塔楼
                  / 1988年建成","30天成交0套
      |4套正在出租","64838元/m2","2套",""
"国美第一城2号院","朝阳
       朝青 
              /塔楼/塔板结合/平房
                  / 2004年建成","共700个户型
        |
            30天成交4套
      |30套正在出租","64844元/m2","59套",""
"海华堂","朝阳
       十里堡 
              /塔楼
                  / 2008年建成","共134个户型
        |
            30天成交0套
      |5套正在出租","64873元/m2","9套",""
"盛世嘉园","朝阳
       CBD 
              /塔楼
                  / 2000年建成","30天成交0套
      |4套正在出租","64904元/m2","11套",""
"潘道庙","朝阳
       北工大 
              /板楼/塔板结合
                  / 1977年建成","30天成交1套
      |0套正在出租","64977元/m2","3套",""
"酒仙桥路11号","朝阳
       酒仙桥 
              /板楼
                  / 1993年建成","30天成交1套
      |2套正在出租","65042元/m2","1套",""
"花虎沟9号院","朝阳
       奥林匹克公园 
              /板楼
                  / 1996年建成","30天成交0套
      |1套正在出租","65156元/m2","4套",""
"左家庄西街","朝阳
       国展 
              /板楼
                  / 1991年建成","30天成交1套
      |1套正在出租","65209元/m2","12套",""
"东区国际","朝阳
       红庙 
              /塔楼/塔板结合
                  / 2005年建成","30天成交0套
      |8套正在出租","65234元/m2","30套",""
"景园大厦","朝阳
       农展馆 
              /塔楼/平房
                  / 1996年建成","共46个户型
        |
            30天成交1套
      |2套正在出租","65283元/m2","7套",""
"沿海赛洛城一期","朝阳
       百子湾 
              /塔楼/板楼/塔板结合/平房
                  / 2007年建成","30天成交0套
      |8套正在出租","65287元/m2","35套",""
"广和里","朝阳
       广渠门 
              /板楼
                  / 1970年建成","30天成交0套
      |1套正在出租","65292元/m2","3套",""
"佳汇中心","朝阳
       工体 
              /塔楼
                  / 2000年建成","30天成交0套
      |1套正在出租","65310元/m2","0套",""
"南湖东园一区","朝阳
       望京 
              /塔楼/板楼/塔板结合/平房
                  / 1997年建成","30天成交0套
      |11套正在出租","65315元/m2","22套",""
"樱花中路","朝阳
       芍药居 
              /塔楼
                  / 1986年建成","30天成交0套
      |0套正在出租","65319元/m2","2套",""
"双花园南里","朝阳
       双井 
              /板楼
                  / 1980年建成","30天成交0套
      |5套正在出租","65319元/m2","17套",""
"六里屯东里","朝阳
       甜水园 
              /板楼
                  / 1980年建成","共121个户型
        |
            30天成交0套
      |3套正在出租","65346元/m2","16套",""
"朝阳捷座","朝阳
       石佛营 
              /塔楼/板楼
                  / 2005年建成","30天成交2套
      |3套正在出租","65447元/m2","6套",""
"方舟苑一期","朝阳
       望京 
              /塔楼
                  / 1998年建成","30天成交0套
      |3套正在出租","65518元/m2","7套",""
"世纪东方城","朝阳
       欢乐谷 
              /塔楼/板楼/塔板结合/平房
                  / 2003年建成","30天成交5套
      |18套正在出租","65523元/m2","62套",""
"沿海赛洛城七期","朝阳
       百子湾 
              /塔楼/板楼/塔板结合
                  / 2008年建成","30天成交0套
      |10套正在出租","65563元/m2","37套",""
"和乔丽晶二期","朝阳
       酒仙桥 
              /塔楼
                  / 2003年建成","30天成交0套
      |0套正在出租","65594元/m2","2套",""
"朝外MEN","朝阳
       朝阳门外 
              /塔楼/板楼
                  / 2005年建成","共58个户型
        |
            30天成交0套
      |1套正在出租","65606元/m2","13套",""
"万科大都会","朝阳
       CBD 
              /塔楼/板楼
                  / 2005年建成","30天成交0套
      |0套正在出租","65661元/m2","1套",""
"甜水园北里","朝阳
       甜水园 
              /塔楼/板楼/塔板结合
                  / 1994年建成","30天成交1套
      |2套正在出租","65665元/m2","18套",""
"林奥嘉园","朝阳
       奥林匹克公园 
              /板楼/塔板结合/平房
                  / 2015年建成","30天成交1套
      |9套正在出租","65667元/m2","28套",""
"炫特嘉园三期","朝阳
       石佛营 
              /塔板结合
                  / 2005年建成","30天成交3套
      |8套正在出租","65723元/m2","57套",""
"万达大湖公馆","朝阳
       奥林匹克公园 
              /板楼
                  / 2008年建成","30天成交0套
      |2套正在出租","65835元/m2","6套",""
"东土城路甲3号院","朝阳
       和平里 
              /板楼
                  / 1999年建成","30天成交0套
      |0套正在出租","65854元/m2","4套",""
"国际港","朝阳
       燕莎 
              /塔楼/塔板结合
                  / 2002年建成","30天成交1套
      |5套正在出租","65883元/m2","26套",""
"京水公寓","朝阳
       东大桥 
              /塔板结合
                  / 2003年建成","30天成交0套
      |2套正在出租","65898元/m2","0套",""
"慧忠北里","朝阳
       亚运村 
              /塔楼/板楼/平房
                  / 1997年建成","30天成交0套
      |5套正在出租","65918元/m2","18套",""
"北沙滩4号院","朝阳
       南沙滩 
              /板楼
                  / 1988年建成","共34个户型
        |
            30天成交2套
      |0套正在出租","65962元/m2","2套",""
"甜水园西里","朝阳
       甜水园 
              /板楼
                  / 1985年建成","30天成交0套
      |1套正在出租","66002元/m2","5套",""
"道家园","朝阳
       甜水园 
              /塔楼/板楼/塔板结合/平房
                  / 1987年建成","共388个户型
        |
            30天成交5套
      |12套正在出租","66061元/m2","38套",""
"阳光广场","朝阳
       亚运村 
              /板楼/塔板结合
                  / 1995年建成","30天成交0套
      |5套正在出租","66069元/m2","12套",""
"和乔丽晶一期","朝阳
       酒仙桥 
              /塔板结合
                  / 2000年建成","30天成交1套
      |4套正在出租","66071元/m2","9套",""
"首开琅樾二期","朝阳
       中央别墅区 
              /板楼
                  / 2010年建成","30天成交0套
      |2套正在出租","66078元/m2","9套",""
"东土城路13号院","朝阳
       和平里 
              /板楼/塔板结合
                  / 1994年建成","30天成交1套
      |1套正在出租","66086元/m2","10套",""
"芳园南里西区","朝阳
       酒仙桥 
              /板楼
                  / 1995年建成","30天成交1套
      |2套正在出租","66087元/m2","7套",""
"中海城香克林","朝阳
       成寿寺 
              /塔楼/板楼/塔板结合
                  / 2009年建成","30天成交0套
      |16套正在出租","66088元/m2","24套",""
"红庙西里","朝阳
       红庙 
              /板楼
                  / 1985年建成","30天成交0套
      |3套正在出租","66111元/m2","7套",""
"昆泰国际公寓","朝阳
       朝阳门外 
              /塔楼/塔板结合
                  / 2005年建成","共88个户型
        |
            30天成交0套
      |1套正在出租","66132元/m2","12套",""
