"title","address","info","totalPrice","totalSellCount","unitPrice"
"政怡家园","丰台
       宋家庄 
              /塔楼/板楼/塔板结合
                  / 2006年建成","30天成交0套
      |3套正在出租","56296元/m2","3套",""
"福臻家园南区","丰台
       宋家庄 
              /塔楼/板楼
                  / 2008年建成","30天成交1套
      |1套正在出租","56335元/m2","7套",""
"四方景园四区","丰台
       成寿寺 
              /塔板结合
                  / 2005年建成","30天成交1套
      |0套正在出租","56349元/m2","8套",""
"马家堡33号院","丰台
       洋桥 
              /板楼
                  / 1980年建成","30天成交2套
      |1套正在出租","56428元/m2","11套",""
"首经贸中街1号院","丰台
       玉泉营 
              /塔楼/塔板结合
                  / 2002年建成","30天成交0套
      |7套正在出租","56436元/m2","21套",""
"角门9号院","丰台
       马家堡 
              /板楼
                  / 1998年建成","共32个户型
        |
            30天成交0套
      |1套正在出租","56484元/m2","1套",""
"鑫宝苑","丰台
       大红门 
              /板楼
                  / 2002年建成","30天成交0套
      |1套正在出租","56538元/m2","9套",""
"方南家园二期","丰台
       刘家窑 
              /塔楼
                  / 2004年建成","共52个户型
        |
            30天成交2套
      |0套正在出租","56577元/m2","5套",""
"万恒家园","丰台
       青塔 
              /板楼
                  / 2005年建成","30天成交0套
      |4套正在出租","56711元/m2","7套",""
"草桥矿冶小区","丰台
       草桥 
              /板楼
                  / 1982年建成","30天成交0套
      |3套正在出租","56735元/m2","0套",""
"蒲黄榆五巷","丰台
       蒲黄榆 
              /塔楼/板楼
                  / 1970年建成","30天成交1套
      |2套正在出租","56738元/m2","13套",""
"圣淘沙","丰台
       木樨园 
              /塔楼/板楼/塔板结合
                  / 2003年建成","30天成交0套
      |0套正在出租","56739元/m2","6套",""
"三环新城7号院","丰台
       玉泉营 
              /塔楼/板楼/塔板结合
                  / 2003年建成","共700个户型
        |
            30天成交1套
      |6套正在出租","56747元/m2","75套",""
"南珠苑","丰台
       草桥 
              /塔楼
                  / 1998年建成","共236个户型
        |
            30天成交2套
      |7套正在出租","56783元/m2","25套",""
"玉芳园","丰台
       草桥 
              /板楼
                  / 1999年建成","共40个户型
        |
            30天成交0套
      |0套正在出租","56810元/m2","8套",""
"马家堡路29号院","丰台
       洋桥 
              /塔楼/板楼
                  / 1986年建成","共93个户型
        |
            30天成交2套
      |0套正在出租","56818元/m2","8套",""
"马家堡西里","丰台
       马家堡 
              /塔楼/板楼/塔板结合
                  / 1985年建成","30天成交8套
      |8套正在出租","56912元/m2","66套",""
"育仁里2号院","丰台
       科技园区 
              /板楼
                  / 1994年建成","共78个户型
        |
            30天成交1套
      |3套正在出租","56918元/m2","13套",""
"南三环中路71号院","丰台
       洋桥 
              /塔楼/板楼
                  / 1984年建成","30天成交0套
      |6套正在出租","56967元/m2","7套",""
"四方景园三区","丰台
       成寿寺 
              /塔板结合
                  / 2006年建成","共155个户型
        |
            30天成交0套
      |1套正在出租","56993元/m2","1套",""
"育芳园甲一号院","丰台
       玉泉营 
              /板楼
                  / 1999年建成","30天成交0套
      |3套正在出租","56994元/m2","6套",""
"东大街35号院","丰台
       北大地 
              /板楼
                  / 1990年建成","30天成交0套
      |1套正在出租","57004元/m2","2套",""
"鲁能钓鱼台美高梅公馆","丰台
       刘家窑 
              /塔楼/板楼/塔板结合
                  / 2017年建成","30天成交0套
      |24套正在出租","57012元/m2","12套",""
"小井润园一区","丰台
       七里庄 
              /板楼
                  / 2004年建成","共17个户型
        |
            30天成交0套
      |1套正在出租","57055元/m2","1套",""
"七里庄路18号院","丰台
       北大地 
              /板楼
                  / 1992年建成","共8个户型
        |
            30天成交0套
      |0套正在出租","57111元/m2","0套",""
"宋家庄家园二区","丰台
       刘家窑 
              /塔楼
                  / 2010年建成","共160个户型
        |
            30天成交0套
      |1套正在出租","57124元/m2","1套",""
"嘉园二里","丰台
       马家堡 
              /塔楼/板楼/塔板结合
                  / 1995年建成","共456个户型
        |
            30天成交2套
      |13套正在出租","57143元/m2","35套",""
"南三环中路63号","丰台
       木樨园 
              /板楼
                  / 1988年建成","30天成交0套
      |0套正在出租","57208元/m2","1套",""
"马家堡甲120号院","丰台
       角门 
              /塔楼/板楼
                  / 1986年建成","30天成交0套
      |1套正在出租","57218元/m2","4套",""
"定安西里","丰台
       木樨园 
              /塔楼/板楼/塔板结合
                  / 1980年建成","30天成交0套
      |1套正在出租","57246元/m2","13套",""
"海户屯","丰台
       大红门 
              /板楼
                  / 1990年建成","30天成交1套
      |2套正在出租","57255元/m2","15套",""
"西罗园四区","丰台
       西罗园 
              /塔楼/板楼
                  / 1980年建成","共415个户型
        |
            30天成交2套
      |14套正在出租","57272元/m2","24套",""
"建邦枫景","丰台
       青塔 
              /板楼
                  / 2010年建成","30天成交1套
      |8套正在出租","57312元/m2","20套",""
"贾家花园甲1号院","丰台
       刘家窑 
              /板楼
                  / 1996年建成","共53个户型
        |
            30天成交0套
      |0套正在出租","57313元/m2","3套",""
"六营门小区","丰台
       万源 
              /板楼
                  / 1985年建成","30天成交0套
      |5套正在出租","57324元/m2","11套",""
"前泥洼1号楼","丰台
       丽泽 
              /板楼
                  / 1999年建成","30天成交0套
      |0套正在出租","57356元/m2","0套",""
"帝京花园","丰台
       科技园区 
              /板楼/塔板结合
                  / 1994年建成","30天成交0套
      |0套正在出租","57387元/m2","1套",""
"梅源里小区","丰台
       万源 
              /塔楼/板楼
                  / 1995年建成","30天成交0套
      |10套正在出租","57430元/m2","7套",""
"庄维花园","丰台
       七里庄 
              /塔楼/板楼
                  / 2000年建成","共242个户型
        |
            30天成交1套
      |8套正在出租","57447元/m2","10套",""
"顶秀欣园东苑","丰台
       宋家庄 
              /塔楼/板楼/平房
                  / 2005年建成","共163个户型
        |
            30天成交1套
      |2套正在出租","58022元/m2","3套",""
"开阳里东巷24号院","丰台
       北京南站 
              /板楼
                  / 1979年建成","共39个户型
        |
            30天成交0套
      |0套正在出租","57481元/m2","3套",""
"怡锦园","丰台
       科技园区 
              /塔楼
                  / 2003年建成","30天成交3套
      |7套正在出租","57488元/m2","16套",""
"刘家窑东里","丰台
       蒲黄榆 
              /塔楼/板楼/塔板结合
                  / 1984年建成","30天成交1套
      |4套正在出租","57502元/m2","10套",""
"顺欣嘉园","丰台
       刘家窑 
              /塔楼
                  / 2013年建成","共29个户型
        |
            30天成交1套
      |0套正在出租","57531元/m2","3套",""
"怡海花园富泽园","丰台
       科技园区 
              /塔楼/板楼/塔板结合
                  / 1998年建成","30天成交0套
      |8套正在出租","57577元/m2","32套",""
"文体路38号院","丰台
       北大地 
              /塔楼
                  / 1999年建成","30天成交0套
      |1套正在出租","57707元/m2","2套",""
"城市印象","丰台
       蒲黄榆 
              /塔楼/板楼/塔板结合
                  / 2002年建成","共45个户型
        |
            30天成交0套
      |3套正在出租","57736元/m2","3套",""
"珠江峰景","丰台
       岳各庄 
              /塔楼/板楼/塔板结合
                  / 2006年建成","共365个户型
        |
            30天成交5套
      |13套正在出租","57747元/m2","23套",""
"嘉园一里","丰台
       马家堡 
              /塔楼/板楼/塔板结合
                  / 1992年建成","共196个户型
        |
            30天成交2套
      |1套正在出租","57763元/m2","13套",""
"洋桥北里","丰台
       洋桥 
              /塔楼/板楼/塔板结合
                  / 1985年建成","共375个户型
        |
            30天成交3套
      |10套正在出租","57800元/m2","31套",""
"翠林三里","丰台
       北京南站 
              /板楼/塔板结合
                  / 1995年建成","30天成交2套
      |5套正在出租","57833元/m2","29套",""
"刘家窑南里","丰台
       蒲黄榆 
              /塔楼/板楼/平房
                  / 1970年建成","30天成交0套
      |2套正在出租","57871元/m2","24套",""
"西罗园一区","丰台
       西罗园 
              /塔楼/板楼
                  / 1980年建成","30天成交3套
      |3套正在出租","57925元/m2","22套",""
"西山甲一号","丰台
       丰台其它 
              /板楼
                  / 2016年建成","30天成交1套
      |0套正在出租","57931元/m2","12套",""
"小铁匠营","丰台
       蒲黄榆 
              /板楼
                  / 1975年建成","30天成交0套
      |0套正在出租","57970元/m2","3套",""
"北大街","丰台
       北大地 
              /板楼
                  / 1980年建成","30天成交0套
      |2套正在出租","58026元/m2","4套",""
"樊家村甲14号院","丰台
       玉泉营 
              /板楼
                  / 2004年建成","30天成交0套
      |1套正在出租","58040元/m2","2套",""
"丰管路58号院","丰台
       北大地 
              /塔楼/板楼
                  / 1990年建成","30天成交0套
      |0套正在出租","58042元/m2","0套",""
"右外西头条","丰台
       右安门外 
              /板楼
                  / 1989年建成","30天成交0套
      |0套正在出租","58073元/m2","1套",""
"万柳西园","丰台
       玉泉营 
              /板楼
                  / 1990年建成","30天成交0套
      |0套正在出租","58099元/m2","1套",""
"翠庭园","丰台
       宋家庄 
              /塔楼/板楼
                  / 2002年建成","共128个户型
        |
            30天成交0套
      |4套正在出租","58119元/m2","14套",""
"莲怡园北路1号院","丰台
       六里桥 
              /板楼
                  / 1995年建成","30天成交0套
      |3套正在出租","58146元/m2","12套",""
"翠林二里","丰台
       北京南站 
              /板楼
                  / 1995年建成","30天成交4套
      |1套正在出租","58175元/m2","25套",""
"南三环中路15号院","丰台
       蒲黄榆 
              /塔楼/板楼
                  / 1986年建成","30天成交1套
      |5套正在出租","58222元/m2","8套",""
"兴琦家园","丰台
       马家堡 
              /板楼
                  / 2004年建成","30天成交0套
      |2套正在出租","58263元/m2","6套",""
"南方庄小区","丰台
       宋家庄 
              /塔楼/板楼
                  / 1990年建成","共118个户型
        |
            30天成交0套
      |1套正在出租","58367元/m2","10套",""
"汇丰家园","丰台
       玉泉营 
              /板楼
                  / 2002年建成","30天成交2套
      |2套正在出租","58404元/m2","4套",""
"东大街东里","丰台
       七里庄 
              /板楼
                  / 1980年建成","30天成交1套
      |7套正在出租","58413元/m2","7套",""
"美丽愿景","丰台
       草桥 
              /板楼
                  / 2001年建成","共18个户型
        |
            30天成交0套
      |0套正在出租","58502元/m2","1套",""
"精图小区55号院","丰台
       太平桥 
              /板楼
                  / 1990年建成","30天成交0套
      |1套正在出租","58523元/m2","9套",""
"刘家村126号院","丰台
       玉泉营 
              /板楼
                  / 1986年建成","30天成交0套
      |1套正在出租","58532元/m2","2套",""
"三环新城6号院","丰台
       玉泉营 
              /塔楼/板楼/塔板结合/平房
                  / 2005年建成","共260个户型
        |
            30天成交1套
      |4套正在出租","58586元/m2","20套",""
"五里店北里一区","丰台
       五里店 
              /板楼
                  / 2003年建成","30天成交0套
      |1套正在出租","58594元/m2","1套",""
"海户西里32号院","丰台
       洋桥 
              /塔楼/板楼
                  / 1997年建成","30天成交0套
      |0套正在出租","58609元/m2","3套",""
"成寿寺路25号院","丰台
       成寿寺 
              /塔板结合
                  / 2000年建成","共36个户型
        |
            30天成交0套
      |0套正在出租","58654元/m2","1套",""
"蒲黄榆四里","丰台
       蒲黄榆 
              /板楼
                  / 1965年建成","30天成交0套
      |2套正在出租","58655元/m2","3套",""
"泥洼路30号院","丰台
       丽泽 
              /板楼
                  / 1994年建成","30天成交0套
      |0套正在出租","58659元/m2","0套",""
"蒲黄榆路","丰台
       蒲黄榆 
              /塔楼/板楼
                  / 1970年建成","30天成交0套
      |4套正在出租","58738元/m2","10套",""
"华源新第","丰台
       太平桥 
              /板楼
                  / 1999年建成","30天成交0套
      |0套正在出租","58772元/m2","11套",""
"洋桥东里","丰台
       洋桥 
              /塔楼/板楼/塔板结合
                  / 1991年建成","30天成交2套
      |3套正在出租","58798元/m2","5套",""
"风格与林苑","丰台
       花乡 
              /塔楼/板楼
                  / 2004年建成","30天成交0套
      |11套正在出租","58816元/m2","22套",""
"世纪星家园","丰台
       宋家庄 
              /塔楼/板楼/塔板结合
                  / 2001年建成","共225个户型
        |
            30天成交1套
      |4套正在出租","58851元/m2","29套",""
"造甲南里5号院","丰台
       玉泉营 
              /板楼
                  / 1991年建成","共13个户型
        |
            30天成交0套
      |1套正在出租","58870元/m2","2套",""
"六里桥小区","丰台
       六里桥 
              /板楼
                  / 1990年建成","30天成交0套
      |0套正在出租","58879元/m2","2套",""
"角门甲4号院","丰台
       角门 
              /板楼
                  / 1984年建成","共100个户型
        |
            30天成交0套
      |1套正在出租","58898元/m2","9套",""
"珠江骏景南区","丰台
       大红门 
              /塔楼/塔板结合
                  / 2006年建成","30天成交0套
      |3套正在出租","58962元/m2","12套",""
"马家堡甲116号院","丰台
       洋桥 
              /塔楼
                  / 1998年建成","30天成交0套
      |0套正在出租","58992元/m2","1套",""
"丰管路甲52号院","丰台
       北大地 
              /板楼
                  / 2006年建成","30天成交0套
      |1套正在出租","59167元/m2","4套",""
"花椒树社区","丰台
       洋桥 
              /塔楼/板楼
                  / 1988年建成","共55个户型
        |
            30天成交1套
      |0套正在出租","59182元/m2","4套",""
"宋家庄家园三区","丰台
       刘家窑 
              /塔楼
                  / 2010年建成","共49个户型
        |
            30天成交0套
      |1套正在出租","59193元/m2","1套",""
"彩虹城四区","丰台
       赵公口 
              /塔楼/板楼/塔板结合
                  / 2005年建成","共396个户型
        |
            30天成交1套
      |13套正在出租","59198元/m2","43套",""
"望园东里","丰台
       七里庄 
              /塔楼/板楼
                  / 1998年建成","共513个户型
        |
            30天成交0套
      |6套正在出租","59274元/m2","33套",""
"首座绿洲","丰台
       角门 
              /塔楼
                  / 2003年建成","共166个户型
        |
            30天成交0套
      |5套正在出租","59301元/m2","20套",""
"慧时欣园二期","丰台
       木樨园 
              /塔楼/塔板结合/平房
                  / 2000年建成","30天成交1套
      |3套正在出租","59402元/m2","26套",""
"东瑞丽景","丰台
       丽泽 
              /塔楼
                  / 2007年建成","共19个户型
        |
            30天成交2套
      |0套正在出租","59405元/m2","2套",""
"北大街北里","丰台
       七里庄 
              /板楼
                  / 1980年建成","30天成交1套
      |2套正在出租","59480元/m2","12套",""
"泥洼路32号院","丰台
       丽泽 
              /板楼
                  / 1994年建成","30天成交0套
      |0套正在出租","59542元/m2","1套",""
"蒲黄榆二巷","丰台
       蒲黄榆 
              /板楼
                  / 1980年建成","共19个户型
        |
            30天成交0套
      |0套正在出租","59569元/m2","4套",""
"东大街西里","丰台
       七里庄 
              /板楼
                  / 1980年建成","30天成交0套
      |3套正在出租","59584元/m2","10套",""
"西马金润一区","丰台
       马家堡 
              /板楼/塔板结合
                  / 1999年建成","共350个户型
        |
            30天成交2套
      |14套正在出租","59607元/m2","43套",""
"马家堡路27号院","丰台
       洋桥 
              /塔楼/板楼
                  / 1986年建成","30天成交0套
      |0套正在出租","59662元/m2","3套",""
"金家村1号院","丰台
       六里桥 
              /塔楼/板楼
                  / 1981年建成","30天成交1套
      |1套正在出租","59709元/m2","7套",""
"北大地四里","丰台
       北大地 
              /板楼
                  / 1980年建成","30天成交0套
      |1套正在出租","59713元/m2","11套",""
"文体路甲3号院","丰台
       北大地 
              /塔楼
                  / 2000年建成","30天成交0套
      |1套正在出租","59781元/m2","5套",""
"幸福路6号院","丰台
       北京南站 
              /板楼
                  / 1989年建成","30天成交0套
      |0套正在出租","59824元/m2","4套",""
"育芳园","丰台
       玉泉营 
              /板楼
                  / 1986年建成","30天成交0套
      |6套正在出租","59852元/m2","30套",""
"天鸿美域","丰台
       青塔 
              /板楼
                  / 2005年建成","30天成交0套
      |6套正在出租","59862元/m2","6套",""
"西罗园北路","丰台
       永定门 
              /板楼
                  / 1986年建成","30天成交0套
      |4套正在出租","59871元/m2","6套",""
"蒲安里","丰台
       蒲黄榆 
              /板楼
                  / 1980年建成","30天成交3套
      |3套正在出租","59945元/m2","18套",""
"天怡福园","丰台
       宋家庄 
              /板楼/塔板结合
                  / 2015年建成","30天成交1套
      |0套正在出租","59971元/m2","1套",""
"蒲安西里","丰台
       蒲黄榆 
              /塔楼/板楼
                  / 1992年建成","30天成交2套
      |6套正在出租","60003元/m2","19套",""
"蒲黄榆二里","丰台
       蒲黄榆 
              /塔楼/板楼/塔板结合
                  / 1980年建成","30天成交2套
      |5套正在出租","60038元/m2","14套",""
"和园居","丰台
       角门 
              /板楼/塔板结合
                  / 2005年建成","共26个户型
        |
            30天成交0套
      |1套正在出租","60045元/m2","5套",""
"精图小区56号院","丰台
       丽泽 
              /板楼
                  / 1997年建成","30天成交1套
      |2套正在出租","60088元/m2","6套",""
"正阳大街","丰台
       北大地 
              /板楼/平房
                  / 1989年建成","30天成交0套
      |0套正在出租","60127元/m2","0套",""
"泥洼路5号院","丰台
       七里庄 
              /板楼
                  / 1990年建成","30天成交1套
      |1套正在出租","60229元/m2","10套",""
"角门11号院","丰台
       洋桥 
              /塔楼
                  / 1988年建成","30天成交2套
      |2套正在出租","60236元/m2","8套",""
"福海棠·华府","丰台
       马家堡 
              /板楼/塔板结合/平房
                  / 2014年建成","30天成交0套
      |3套正在出租","60238元/m2","18套",""
"枫南世嘉","丰台
       角门 
              /塔板结合
                  / 2006年建成","30天成交1套
      |0套正在出租","60241元/m2","6套",""
"公园懿府","丰台
       新宫 
              /板楼/塔板结合
                  / 2015年建成","30天成交0套
      |11套正在出租","60277元/m2","38套",""
"富卓苑","丰台
       马家堡 
              /塔楼/板楼
                  / 2000年建成","30天成交3套
      |9套正在出租","60308元/m2","45套",""
"右外东庄","丰台
       北京南站 
              /塔楼/板楼/平房
                  / 1979年建成","30天成交1套
      |6套正在出租","60328元/m2","30套",""
"晨新园","丰台
       马家堡 
              /板楼
                  / 1997年建成","共196个户型
        |
            30天成交2套
      |4套正在出租","60362元/m2","19套",""
"未来明珠","丰台
       马家堡 
              /塔板结合
                  / 2003年建成","30天成交0套
      |0套正在出租","60371元/m2","10套",""
"三环新城8号院","丰台
       玉泉营 
              /塔楼/板楼/塔板结合/平房
                  / 2006年建成","30天成交3套
      |6套正在出租","60456元/m2","20套",""
"东货场路38号院","丰台
       北大地 
              /板楼
                  / 1990年建成","30天成交0套
      |0套正在出租","60459元/m2","0套",""
"亿城天筑","丰台
       科技园区 
              /板楼
                  / 2000年建成","30天成交1套
      |5套正在出租","60460元/m2","25套",""
"枫泽园","丰台
       玉泉营 
              /板楼
                  / 2004年建成","30天成交0套
      |1套正在出租","60483元/m2","2套",""
"玺萌丽苑","丰台
       草桥 
              /塔楼/板楼
                  / 2001年建成","共237个户型
        |
            30天成交1套
      |9套正在出租","60523元/m2","19套",""
"宋家庄家园四区","丰台
       刘家窑 
              /塔楼
                  / 2010年建成","共47个户型
        |
            30天成交1套
      |0套正在出租","60538元/m2","1套",""
"洋桥73号院","丰台
       洋桥 
              /塔板结合
                  / 2004年建成","30天成交0套
      |0套正在出租","60576元/m2","1套",""
"鸿业兴园一区","丰台
       玉泉营 
              /塔楼/板楼
                  / 2003年建成","30天成交4套
      |9套正在出租","60624元/m2","19套",""
"庄维多摩市三期","丰台
       七里庄 
              /塔楼
                  / 2006年建成","共49个户型
        |
            30天成交0套
      |3套正在出租","60661元/m2","5套",""
"右安门外大街","丰台
       右安门外 
              /塔板结合
                  / 1990年建成","共18个户型
        |
            30天成交0套
      |0套正在出租","60666元/m2","2套",""
"未来66","丰台
       马家堡 
              /塔楼/板楼
                  / 2004年建成","30天成交3套
      |1套正在出租","60897元/m2","5套",""
"近园路","丰台
       七里庄 
              /板楼
                  / 2000年建成","30天成交0套
      |0套正在出租","61028元/m2","3套",""
"蒲黄榆十一巷","丰台
       蒲黄榆 
              /板楼
                  / 1987年建成","30天成交0套
      |0套正在出租","61040元/m2","1套",""
"玺萌鹏苑","丰台
       草桥 
              /塔楼
                  / 2002年建成","共212个户型
        |
            30天成交0套
      |8套正在出租","61052元/m2","17套",""
"北大地三里16号院","丰台
       北大地 
              /板楼/塔板结合
                  / 1995年建成","30天成交0套
      |1套正在出租","61065元/m2","4套",""
"城市芳庭","丰台
       方庄 
              /塔楼
                  / 1999年建成","30天成交0套
      |0套正在出租","61094元/m2","7套",""
"福臻家园北区","丰台
       宋家庄 
              /板楼
                  / 2006年建成","30天成交2套
      |0套正在出租","61131元/m2","4套",""
"彩虹街区","丰台
       玉泉营 
              /塔楼/板楼
                  / 2005年建成","共94个户型
        |
            30天成交1套
      |2套正在出租","61212元/m2","8套",""
"六里桥7号院","丰台
       六里桥 
              /板楼
                  / 1988年建成","30天成交0套
      |1套正在出租","61225元/m2","4套",""
"玉林东里一区","丰台
       右安门外 
              /塔楼/板楼
                  / 1981年建成","30天成交0套
      |4套正在出租","61243元/m2","6套",""
"瑞丽江畔","丰台
       马家堡 
              /塔楼/板楼
                  / 2003年建成","共243个户型
        |
            30天成交1套
      |7套正在出租","61287元/m2","11套",""
"角门7号院","丰台
       马家堡 
              /板楼
                  / 1997年建成","30天成交1套
      |0套正在出租","61305元/m2","2套",""
"福海小区","丰台
       大红门 
              /塔楼/板楼
                  / 2004年建成","30天成交0套
      |1套正在出租","61365元/m2","14套",""
"金容苑","丰台
       蒲黄榆 
              /塔楼/板楼
                  / 2003年建成","30天成交0套
      |0套正在出租","61480元/m2","4套",""
"六里桥北里","丰台
       六里桥 
              /塔楼/板楼/塔板结合
                  / 1980年建成","30天成交0套
      |6套正在出租","61530元/m2","14套",""
"珠江骏景中区","丰台
       大红门 
              /塔楼/板楼/塔板结合
                  / 2002年建成","30天成交0套
      |2套正在出租","61609元/m2","23套",""
"蒲黄榆三里","丰台
       蒲黄榆 
              /板楼/塔板结合
                  / 1980年建成","共81个户型
        |
            30天成交0套
      |4套正在出租","61646元/m2","7套",""
"建茗苑","丰台
       马连道 
              /塔楼
                  / 2007年建成","共94个户型
        |
            30天成交2套
      |4套正在出租","61661元/m2","12套",""
"莲香园","丰台
       六里桥 
              /塔楼/板楼
                  / 1994年建成","共317个户型
        |
            30天成交1套
      |6套正在出租","61686元/m2","43套",""
"金家村288号院","丰台
       六里桥 
              /板楼/塔板结合
                  / 1996年建成","30天成交0套
      |8套正在出租","61749元/m2","12套",""
"彩虹城三区","丰台
       赵公口 
              /塔楼/板楼/塔板结合
                  / 2004年建成","共127个户型
        |
            30天成交0套
      |1套正在出租","61775元/m2","12套",""
"华源一里8号院","丰台
       太平桥 
              /板楼
                  / 1994年建成","30天成交0套
      |0套正在出租","61777元/m2","1套",""
"芳城园一区","丰台
       方庄 
              /塔楼/板楼/塔板结合
                  / 1989年建成","30天成交4套
      |18套正在出租","61810元/m2","53套",""
"旭日嘉园","丰台
       马家堡 
              /塔楼
                  / 2002年建成","共176个户型
        |
            30天成交2套
      |6套正在出租","61832元/m2","8套",""
"蒲安东里","丰台
       蒲黄榆 
              /塔楼/板楼
                  / 1990年建成","共136个户型
        |
            30天成交0套
      |4套正在出租","61953元/m2","9套",""
"天怡晴园","丰台
       刘家窑 
              /板楼
                  / 2013年建成","30天成交0套
      |1套正在出租","62017元/m2","0套",""
"精图雅苑","丰台
       太平桥 
              /板楼
                  / 2001年建成","30天成交0套
      |0套正在出租","62018元/m2","1套",""
"永善里","丰台
       北大地 
              /塔楼
                  / 2005年建成","共104个户型
        |
            30天成交0套
      |2套正在出租","62033元/m2","3套",""
"晨光小区","丰台
       马家堡 
              /板楼/塔板结合
                  / 1993年建成","共191个户型
        |
            30天成交1套
      |5套正在出租","62126元/m2","11套",""
"霍道口","丰台
       右安门外 
              /板楼
                  / 1980年建成","30天成交0套
      |0套正在出租","62132元/m2","0套",""
"前泥洼小区","丰台
       丽泽 
              /塔楼/板楼
                  / 1992年建成","30天成交3套
      |11套正在出租","62162元/m2","22套",""
"彩虹城五区","丰台
       赵公口 
              /板楼/塔板结合
                  / 2005年建成","30天成交0套
      |1套正在出租","62238元/m2","4套",""
"刘家窑北里","丰台
       蒲黄榆 
              /板楼
                  / 1980年建成","30天成交2套
      |2套正在出租","62249元/m2","9套",""
"丰开苑","丰台
       马家堡 
              /塔楼
                  / 1997年建成","30天成交1套
      |5套正在出租","62279元/m2","12套",""
"新新天第","丰台
       马家堡 
              /板楼
                  / 2005年建成","共90个户型
        |
            30天成交0套
      |1套正在出租","62354元/m2","9套",""
"嘉丽园","丰台
       马家堡 
              /塔楼
                  / 2001年建成","30天成交0套
      |1套正在出租","62365元/m2","8套",""
"彩虹城一区","丰台
       赵公口 
              /塔楼/板楼/塔板结合
                  / 2003年建成","共141个户型
        |
            30天成交1套
      |0套正在出租","62388元/m2","12套",""
"彩虹城二区","丰台
       赵公口 
              /板楼/塔板结合
                  / 2004年建成","共165个户型
        |
            30天成交1套
      |3套正在出租","62414元/m2","15套",""
"东局","丰台
       丽泽 
              /板楼
                  / 1978年建成","30天成交0套
      |0套正在出租","62434元/m2","1套",""
"怡海花园恒丰园","丰台
       玉泉营 
              /塔楼/板楼
                  / 1999年建成","共332个户型
        |
            30天成交0套
      |9套正在出租","62449元/m2","30套",""
"珠江骏景北区","丰台
       大红门 
              /塔楼/板楼/塔板结合
                  / 2004年建成","30天成交1套
      |7套正在出租","62489元/m2","36套",""
"东大街","丰台
       七里庄 
              /板楼
                  / 1983年建成","30天成交0套
      |0套正在出租","62512元/m2","3套",""
"右外西头条6号院","丰台
       右安门外 
              /板楼
                  / 1959年建成","30天成交0套
      |0套正在出租","62535元/m2","2套",""
"蒲安北里","丰台
       蒲黄榆 
              /塔楼/板楼
                  / 1979年建成","共98个户型
        |
            30天成交0套
      |2套正在出租","62575元/m2","8套",""
"丰益花园东区","丰台
       丽泽 
              /塔楼/板楼
                  / 2000年建成","30天成交0套
      |6套正在出租","62651元/m2","4套",""
"怡海花园恒泰园","丰台
       科技园区 
              /塔楼/板楼
                  / 1997年建成","共349个户型
        |
            30天成交1套
      |9套正在出租","62680元/m2","31套",""
"芳群园四区","丰台
       方庄 
              /塔楼/板楼/塔板结合
                  / 1980年建成","30天成交0套
      |7套正在出租","62697元/m2","20套",""
"六里桥家园","丰台
       七里庄 
              /板楼
                  / 2016年建成","30天成交1套
      |1套正在出租","62755元/m2","3套",""
"开阳里六区","丰台
       北京南站 
              /塔楼/板楼
                  / 1997年建成","30天成交3套
      |1套正在出租","63025元/m2","11套",""
"望园西里","丰台
       七里庄 
              /板楼
                  / 1990年建成","30天成交0套
      |4套正在出租","63033元/m2","14套",""
"万泉寺南里","丰台
       菜户营 
              /板楼
                  / 1993年建成","30天成交0套
      |3套正在出租","63047元/m2","8套",""
"祖家庄小区","丰台
       右安门外 
              /板楼
                  / 1980年建成","30天成交0套
      |0套正在出租","63103元/m2","6套",""
"金泰城公寓","丰台
       菜户营 
              /塔楼
                  / 2000年建成","30天成交0套
      |0套正在出租","63257元/m2","2套",""
"首创天阅公馆","丰台
       菜户营 
              /塔楼
                  / 2018年建成","30天成交0套
      |5套正在出租","63383元/m2","3套",""
"优筑","丰台
       玉泉营 
              /板楼
                  / 2006年建成","30天成交2套
      |6套正在出租","63401元/m2","31套",""
"建邦华府","丰台
       刘家窑 
              /塔楼/板楼/塔板结合
                  / 2009年建成","30天成交1套
      |2套正在出租","63478元/m2","12套",""
"左右坊","丰台
       马家堡 
              /板楼
                  / 2009年建成","30天成交0套
      |6套正在出租","63486元/m2","27套",""
"芳星园三区","丰台
       方庄 
              /塔楼/板楼/塔板结合
                  / 1980年建成","30天成交0套
      |10套正在出租","63573元/m2","34套",""
"明月嘉园","丰台
       马家堡 
              /塔楼
                  / 2004年建成","共150个户型
        |
            30天成交1套
      |1套正在出租","63614元/m2","7套",""
"金兴苑","丰台
       菜户营 
              /塔楼/塔板结合
                  / 2006年建成","30天成交0套
      |3套正在出租","63621元/m2","2套",""
"莲馨嘉园","丰台
       六里桥 
              /塔楼/板楼
                  / 2001年建成","共120个户型
        |
            30天成交0套
      |1套正在出租","63622元/m2","12套",""
"莲花池西路6号院","丰台
       六里桥 
              /塔楼
                  / 1998年建成","30天成交0套
      |0套正在出租","63653元/m2","2套",""
"时代绿荫","丰台
       方庄 
              /塔板结合
                  / 2005年建成","30天成交0套
      |3套正在出租","63671元/m2","5套",""
"鑫兆雅园南区","丰台
       刘家窑 
              /塔楼/板楼
                  / 2002年建成","30天成交2套
      |3套正在出租","63716元/m2","6套",""
